cohort,point_id,window_id,projection_1,projection_2,method,sample_seed
MIMIC-BP,117,mimic_bp-W0022537,1.268496,-0.352799,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,118,mimic_bp-W0041051,-0.774098,-0.086118,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,119,mimic_bp-W0041357,0.200613,-1.251771,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,120,mimic_bp-W0026038,0.276399,-2.056492,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,121,mimic_bp-W0026459,0.353730,0.531444,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,122,mimic_bp-W0009203,-0.559441,0.305234,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,123,mimic_bp-W0019866,1.191740,-1.321453,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,124,mimic_bp-W0005543,2.048054,-0.125723,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,125,mimic_bp-W0039214,-0.480139,-1.120765,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,126,mimic_bp-W0040380,1.045139,2.305766,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,127,mimic_bp-W0003878,-0.449978,-1.793615,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,128,mimic_bp-W0019605,0.877751,2.492949,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,129,mimic_bp-W0016370,0.643588,-0.617999,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,130,mimic_bp-W0005502,0.703207,2.231766,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,131,mimic_bp-W0016731,1.881170,-2.703194,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,132,mimic_bp-W0037897,0.588421,-0.031540,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,133,mimic_bp-W0024417,1.125360,1.243177,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,134,mimic_bp-W0031079,1.345313,-0.211855,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,135,mimic_bp-W0040193,0.608809,-0.550586,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,136,mimic_bp-W0018350,0.181314,-0.745707,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,137,mimic_bp-W0020290,0.712098,-1.198588,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,138,mimic_bp-W0034655,1.049086,0.097878,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,139,mimic_bp-W0008991,0.856512,-0.105817,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,140,mimic_bp-W0008981,1.336554,1.318067,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,141,mimic_bp-W0014418,1.827827,-1.494903,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,142,mimic_bp-W0019412,0.363747,0.374477,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,143,mimic_bp-W0025912,1.853666,-0.563703,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,144,mimic_bp-W0013011,0.801087,-0.108908,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,145,mimic_bp-W0042034,0.651542,2.334859,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,146,mimic_bp-W0017394,-0.751672,0.842895,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,147,mimic_bp-W0040657,0.488029,-0.015836,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,148,mimic_bp-W0012121,1.443139,-0.317089,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,149,mimic_bp-W0026238,-0.187038,0.171300,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,150,mimic_bp-W0029728,1.203509,0.596114,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,151,mimic_bp-W0009686,-0.340294,-0.770140,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,152,mimic_bp-W0006697,2.392031,-1.230354,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,153,mimic_bp-W0034943,0.143505,1.119567,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,154,mimic_bp-W0004391,1.653142,-1.364010,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,155,mimic_bp-W0022313,1.016772,-0.878973,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,156,mimic_bp-W0007327,-0.162678,1.521757,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,157,mimic_bp-W0026821,0.039998,-0.669543,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,158,mimic_bp-W0001416,-0.143553,1.461185,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,159,mimic_bp-W0036943,-0.041148,-0.041910,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,160,mimic_bp-W0031745,-0.396514,1.926336,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,161,mimic_bp-W0000134,1.998466,-1.476635,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,162,mimic_bp-W0023914,-1.124002,0.701627,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,163,mimic_bp-W0020938,0.204779,-1.390620,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,164,mimic_bp-W0013660,0.038941,1.064890,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,165,mimic_bp-W0032011,0.887201,-1.432554,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,166,mimic_bp-W0023378,0.219486,-0.483996,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,167,mimic_bp-W0028710,-0.133850,2.193058,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,168,mimic_bp-W0029690,0.629649,-1.213981,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,169,mimic_bp-W0040113,1.642004,-1.333471,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,170,mimic_bp-W0005674,-0.038505,-0.449859,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,171,mimic_bp-W0009823,-0.021023,-0.439863,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,172,mimic_bp-W0040850,1.921247,-0.187005,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,173,mimic_bp-W0004522,0.196611,-2.156250,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,174,mimic_bp-W0030676,-0.791688,2.126901,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,175,mimic_bp-W0006313,1.448200,-0.027630,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,176,mimic_bp-W0020100,0.276332,2.355088,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,177,mimic_bp-W0024076,0.331716,-0.733109,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,178,mimic_bp-W0027506,1.856702,-2.524620,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,179,mimic_bp-W0032957,0.134408,0.963492,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,180,mimic_bp-W0004246,0.519934,1.876005,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,181,mimic_bp-W0015635,0.302237,0.430538,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,182,mimic_bp-W0034367,1.432397,0.270923,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,183,mimic_bp-W0028625,0.525557,-0.551150,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,184,mimic_bp-W0004436,-0.551025,0.131435,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,185,mimic_bp-W0021461,-0.020955,-0.983205,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,186,mimic_bp-W0025774,0.212558,-1.443593,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,187,mimic_bp-W0026516,0.331481,0.070609,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,188,mimic_bp-W0002350,0.777807,1.131062,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,189,mimic_bp-W0031878,-0.039706,-0.259537,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,190,mimic_bp-W0010877,0.108709,-0.984082,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,191,mimic_bp-W0022352,-0.057580,2.673341,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,192,mimic_bp-W0018956,0.397421,-1.650566,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,193,mimic_bp-W0035722,0.215405,1.082358,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,194,mimic_bp-W0024544,1.333380,-1.457728,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,195,mimic_bp-W0003571,-0.534182,0.543483,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,196,mimic_bp-W0007960,1.287047,-0.374634,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,197,mimic_bp-W0005675,-0.050484,0.749066,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,198,mimic_bp-W0025983,0.031234,0.611085,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,199,mimic_bp-W0008765,1.193156,-1.260587,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,200,mimic_bp-W0040084,1.126113,-1.740450,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,201,mimic_bp-W0035334,1.376143,-0.742296,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,202,mimic_bp-W0030766,0.642509,0.133132,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,203,mimic_bp-W0039439,0.225253,1.560880,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,204,mimic_bp-W0017303,-0.340756,2.150172,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,205,mimic_bp-W0018758,-0.505220,1.941070,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,206,mimic_bp-W0017485,1.220660,-2.394275,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,207,mimic_bp-W0011664,0.055393,-1.309751,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,208,mimic_bp-W0001522,1.792307,-0.290978,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,209,mimic_bp-W0037111,-0.084327,-1.600172,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,210,mimic_bp-W0032539,0.663569,-0.256057,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,211,mimic_bp-W0005454,0.958328,-1.142172,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,212,mimic_bp-W0011337,1.289246,-0.498308,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,213,mimic_bp-W0038067,1.379972,0.514378,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,214,mimic_bp-W0002865,0.147826,1.072502,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,215,mimic_bp-W0028533,-0.156798,-0.960926,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,216,mimic_bp-W0013225,0.321027,0.059054,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,217,mimic_bp-W0019805,0.786552,1.477549,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,218,mimic_bp-W0039702,0.913683,1.057600,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,219,mimic_bp-W0005600,-0.552725,-1.339769,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,220,mimic_bp-W0035433,0.859753,-1.292782,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,221,mimic_bp-W0037839,0.257769,-0.079752,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,222,mimic_bp-W0034409,0.545774,0.656621,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,223,mimic_bp-W0028685,1.213329,2.294947,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,224,mimic_bp-W0019831,0.683987,0.328206,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,225,mimic_bp-W0021565,0.262531,-0.864300,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,226,mimic_bp-W0029894,-0.807666,2.721633,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,227,mimic_bp-W0033388,0.273802,-0.340574,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,228,mimic_bp-W0037684,1.092223,-0.656426,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,229,mimic_bp-W0006934,0.753813,1.312814,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,230,mimic_bp-W0025202,0.666040,-0.165745,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
